id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33005469,-,-,7.80,-,7.50,6,-,-,-,7.1,7.8,6.0
33005475,-,-,7,5.75,5,-,-,-,-,5.92,7.0,5.0
33005476,-,3.50,-,-,-,-,-,7.25,4.50,5.08,7.25,10
33005478,9.40,6,8.20,5.50,6.75,8,-,-,-,7.31,9.4,5.5
33005477,-,4.50,4,-,-,-,-,7.50,5,5.25,7.5,10
33005479,8.80,6.50,7.40,-,-,-,-,-,-,7.57,8.8,6.5
33005481,6,6,6.40,7.25,6.75,6.75,-,-,-,6.52,7.25,6.0
33005483,9.80,8,8.20,6.50,9,9,-,-,-,8.42,9.8,6.5
33005482,8.40,7.25,8.40,5.50,8.75,8.25,-,-,-,7.76,8.75,5.5
33005480,-,-,7.80,-,8,7.75,-,-,-,7.85,8.0,7.75
33005484,4.40,6.50,9.20,5.25,8.75,8,-,-,-,7.02,9.2,4.4
33005490,-,5.75,-,-,-,-,-,7.25,6,6.33,7.25,10
33005487,7.40,7.50,7,-,-,-,8.75,6.50,5.75,7.15,8.75,5.75
33005486,9,-,9,-,-,8,-,-,-,8.67,9.0,8.0
33005488,8,7,8.80,6.75,9.75,8,-,-,-,8.05,9.75,6.75
33005485,6.60,7.50,8.40,7.50,7.75,4.75,-,-,-,7.08,8.4,4.75
33005492,4.60,7.75,6.60,-,-,-,10,8.25,8.75,7.66,10.0,4.6
33005491,9.40,5.25,7,-,-,-,-,6,5.75,6.68,9.4,5.25
33005495,3.20,5,8.80,4.25,7.50,8.50,-,-,-,6.21,8.8,3.2
33005493,9.20,8.75,8.20,-,-,-,9.25,7.25,4.75,7.9,9.25,4.75
33005489,-,6,-,-,-,-,-,8.25,7.50,7.25,8.25,10
33005496,-,7,6.60,-,-,-,-,-,8.25,7.28,8.25,10
33005494,9.60,6.25,8.20,5.50,7.25,5,-,-,-,6.97,9.6,5.0
33005501,9.20,8.75,7.60,-,-,-,9.50,9.50,6.25,8.47,9.5,6.25
33005498,8.40,5.50,7.80,5.50,8,7.50,-,-,-,7.12,8.4,5.5
33005502,-,6,-,-,-,-,-,5,3,4.67,6.0,3.0
33005500,8.80,6,8.80,5,6,8.50,-,-,-,7.18,8.8,5.0
33005503,9.60,5,8.20,5.50,5.75,7.50,-,-,-,6.92,9.6,5.0
33005497,9.40,5.50,8.40,6,8.25,8.25,-,-,-,7.63,9.4,5.5
33005499,-,7.50,-,-,-,-,-,8.75,9.50,8.58,9.5,8.75
33005505,9.40,4.75,7.60,3.50,4,6.75,-,-,-,6.0,9.4,3.5
33005507,-,5,5,-,-,-,-,5.25,3.25,4.62,5.25,3.25
33005504,7.60,5,7.80,3.75,7.50,6.50,-,-,-,6.36,7.8,3.75
33005508,9.40,7.25,8.80,-,-,-,7.75,7.25,6,7.74,9.4,6.0
33005509,9,6.25,8.80,7.25,7.50,7.25,-,-,-,7.67,9.0,6.25
33005511,7.40,5.75,8.60,6,8.50,7.25,-,-,-,7.25,8.6,5.75
33005506,8.80,7.50,8.20,-,-,-,8,6.50,3.75,7.12,8.8,3.75
33005512,3.60,7,7.40,7.75,6.75,6.75,-,-,-,6.54,7.75,3.6
33005513,9.40,8.50,8.20,-,-,-,9,8,6.50,8.27,9.4,6.5
33005514,8.60,8,8.40,6.25,7.25,4.50,-,-,-,7.17,8.6,4.5
33005516,8.60,7.75,8.40,8.75,8.25,7.50,-,-,-,8.21,8.75,7.5
33005517,9.40,8,8.60,5.50,6,6.75,-,-,-,7.38,9.4,5.5
33005518,8.40,7.25,9.40,3,9,7.75,-,-,-,7.47,9.4,3.0
33005515,9,8,8.20,4.25,7.50,7.25,-,-,-,7.37,9.0,4.25
33005519,7.20,8.50,5.40,-,-,-,9.75,6.75,7.75,7.56,9.75,6.75
33005520,6.40,8.25,7.60,6,8,8,-,-,-,7.38,8.25,6.0
33005521,8.20,6.75,7.40,-,-,-,8.25,6.25,3.25,6.68,8.25,3.25
33005522,-,7.25,4,-,-,-,-,7.25,3.75,5.56,7.25,3.75
33005523,9.60,6.25,8,6.25,7.75,4.75,-,-,-,7.1,9.6,4.75
33005524,7,8.25,8,-,-,-,7.50,7.75,4,7.08,8.25,4.0
33005527,7.60,7.25,7.60,6,7.50,6.50,-,-,-,7.08,7.6,6.0
33005525,9.40,7.75,9,6.25,6.50,6.25,-,-,-,7.52,9.4,6.25
33005526,8.60,6.25,6.80,-,-,-,9.25,8.25,7.25,7.73,9.25,6.25
33005528,9.20,6.75,7.20,5.75,7,7.25,-,-,-,7.19,9.2,5.75
33005529,9.60,7.50,8.20,-,-,-,9.50,6.50,4,7.55,9.6,4.0
33005530,-,7,-,-,-,-,-,7.75,4.75,6.5,7.75,4.75
33005535,-,7.50,-,-,-,-,-,6.50,3,5.67,7.5,3.0
33005533,9.40,9.50,8.20,-,-,-,9.50,6.75,4,7.89,9.5,4.0
33005532,9.20,8,8.40,-,-,-,7.75,6.50,4.25,7.35,9.2,4.25
33005534,-,7,-,-,-,-,-,5.50,3.25,5.25,7.0,3.25
33005537,-,-,9.40,3.25,9.50,7.75,-,-,-,7.47,9.5,3.25
33005539,8.20,8.50,7.40,-,-,-,7.50,6.75,3.75,7.02,8.5,3.75
33005538,-,-,8.60,9.50,8.75,-,-,-,-,8.95,9.5,10
33005541,7.20,4.25,8.20,2.50,8,7,-,-,-,6.19,8.2,2.5
33005540,-,-,8.80,9,8.25,5,-,-,-,7.76,9.0,5.0
33005542,7.80,7.50,7.40,4.25,7.75,5.75,-,-,-,6.74,7.8,4.25
33005543,7,6.50,8.80,6.50,7.25,6.75,-,-,-,7.13,8.8,6.5
33005545,7.60,7.25,7.80,5,7.75,7.25,-,-,-,7.11,7.8,5.0
33005546,7.20,4.75,8,7.50,8,5,-,-,-,6.74,8.0,4.75
33005548,-,7.25,5.60,-,-,-,-,7.50,6.75,6.78,7.5,6.75
33005544,-,5.25,3.60,-,-,-,-,6.50,2.50,4.46,6.5,2.5
33005547,6.80,8,8.80,10,9.50,7.50,-,-,-,8.43,10.0,6.8
33005550,8.80,9,-,-,-,-,-,8.75,6.25,8.2,9.0,6.25
33005551,9.20,7.75,7.80,-,-,-,9.50,8.75,7.75,8.46,9.5,7.75
33005549,9.40,7.75,8.80,6.50,9.25,8.75,-,-,-,8.41,9.4,6.5
33005552,8.60,6.75,8.60,-,-,-,9,7.25,7.25,7.91,9.0,6.75
33005555,6.60,6.50,9,6.75,8,7.25,-,-,-,7.35,9.0,6.5
33005553,8.40,4.75,8,5.75,8,7.50,-,-,-,7.07,8.4,4.75
33005554,-,6.25,-,-,-,-,-,5.50,3.75,5.17,6.25,3.75
33005556,-,-,8,-,8.25,7.75,-,-,-,8.0,8.25,7.75
33005558,-,-,8.60,9.25,7.50,-,-,-,-,8.45,9.25,7.5
33005557,8.80,7.50,8,3.75,8.75,6.25,-,-,-,7.17,8.8,3.75
33005559,4.60,6.25,9,6.25,8.25,6.75,-,-,-,6.85,9.0,4.6
33005561,8.20,6.50,8.80,-,-,-,9,7.25,6.75,7.75,9.0,6.5
33005562,7.80,8,8.20,6.25,8.25,8.25,-,-,-,7.79,8.25,6.25
33005560,9.20,9,8.40,-,-,-,9.25,8.25,8,8.68,9.25,8.0
33005563,-,-,6.40,6.75,6,-,-,-,-,6.38,6.75,6.0
33005564,-,-,8,8.75,8,-,-,-,-,8.25,8.75,8.0
33005566,-,7.50,5,-,-,-,-,5.50,3.50,5.38,7.5,3.5
33005567,9.20,6.75,7.20,5.75,5.75,6.75,-,-,-,6.9,9.2,5.75
33005565,9,8.50,7.80,-,-,-,8.25,6,5.50,7.51,9.0,5.5
33005568,8,7,8.40,5.25,8.50,4.50,-,-,-,6.94,8.5,4.5
33005569,9,7.50,9.20,4.50,8.50,8,-,-,-,7.78,9.2,4.5
33005570,8.80,5.75,7.60,5.75,6.50,6.75,-,-,-,6.86,8.8,5.75
33005571,-,7,-,-,-,-,-,8,8.25,7.75,8.25,8.0
33005572,7.60,6,9.20,9.75,8.75,4.25,-,-,-,7.59,9.75,4.25
33005573,7.60,6.75,8.60,5.75,8,7.50,-,-,-,7.37,8.6,5.75
33005575,-,5.25,-,-,-,-,-,7,3.75,5.33,7.0,3.75
33005576,-,5.25,4.40,-,-,-,-,6.50,6,5.54,6.5,10
33005574,5.80,6.75,7.40,4.50,7.50,7.25,-,-,-,6.53,7.5,4.5
33005577,8.40,7.50,8.40,4.50,8.50,6.75,-,-,-,7.34,8.5,4.5
33005579,8.20,9,7.20,-,-,-,8.50,8.75,3.50,7.52,9.0,3.5
33005580,7.80,7.50,8.80,5.25,8.25,8.25,-,-,-,7.64,8.8,5.25
33005578,8.20,5.75,9,5.75,8.25,7.75,-,-,-,7.45,9.0,5.75
33005581,6.40,6,9,3,8.75,7.25,-,-,-,6.73,9.0,3.0
33005582,5.80,8.25,7.60,6.25,8,8.25,-,-,-,7.36,8.25,5.8
33005583,9.40,8.50,8.20,6,7.50,6.50,-,-,-,7.68,9.4,6.0
33005584,4.80,7.75,8.60,4.25,8,5.75,-,-,-,6.53,8.6,4.25
33005585,-,-,7.60,9.75,8,3.75,-,-,-,7.28,9.75,3.75
33005586,-,5.75,3,-,-,-,-,5,3,4.19,5.75,3.0
33005588,9,6.92,8.40,-,-,-,9.75,8,6.50,8.1,9.75,6.5
33005589,7.60,8.25,8.20,-,-,-,8.75,8,3.50,7.38,8.75,3.5
33005590,3,7.25,6.20,-,-,-,-,5.50,4.25,5.24,7.25,3.0
33005591,7.60,8,7.80,-,-,-,9,7.50,6.25,7.69,9.0,6.25
33005592,7,7.50,7.60,5,7.75,7,-,-,-,6.98,7.75,5.0
33005593,7,8.50,7.60,-,-,-,9.75,8.25,5.25,7.73,9.75,5.25
33005596,-,6.75,-,-,-,-,-,8,7.75,7.5,8.0,10
33005595,9.40,9.25,8.80,-,-,-,9.50,6.50,5.25,8.12,9.5,5.25
33005594,5.80,7.75,9.20,4.25,9,8.50,-,-,-,7.42,9.2,4.25
33005597,-,1.50,2.80,-,-,-,-,4.50,4,3.2,4.5,1.5
33005598,5.80,6.75,7.40,4,6.75,7.25,-,-,-,6.33,7.4,4.0
33005599,8.40,6.25,8.60,6.75,8.25,8,-,-,-,7.71,8.6,6.25
33005600,9.20,6,7.80,6.50,7,8,-,-,-,7.42,9.2,6.0
33005603,-,6,4,-,-,-,-,7.25,6.75,6.0,7.25,10
33005602,-,-,7.80,-,7.25,8.25,-,-,-,7.77,8.25,7.25
33005605,8.60,8.50,8.40,-,-,-,7.25,6.25,4,7.17,8.6,4.0
33005604,-,5.75,5.40,-,-,-,-,6,5.25,5.6,6.0,5.25
33005606,9.60,8.25,9.40,9.50,9,5,-,-,-,8.46,9.6,5.0
33005601,9.60,-,8.80,-,-,7.25,-,-,-,8.55,9.6,7.25
33005607,-,6.75,6,-,-,-,-,7,5.75,6.38,7.0,5.75
33005608,8.80,7.75,8.40,-,-,-,8.50,7.25,6.50,7.87,8.8,6.5
33005609,8.40,7,9.20,6,9,8.75,-,-,-,8.06,9.2,6.0
33005611,-,6.50,4,-,-,-,6.25,6.75,3,5.3,6.75,3.0
33005610,9.20,7.75,8.80,5,5,7.25,-,-,-,7.17,9.2,5.0
33005612,9.40,8.50,8,-,-,-,9.75,8.25,6.25,8.36,9.75,6.25
33005613,9.60,8.25,8.80,6,7.50,8.25,-,-,-,8.07,9.6,6.0
33005615,4.60,5,8.60,4.75,8.25,8.25,-,-,-,6.58,8.6,4.6
33005614,9.40,9.50,8.20,-,-,-,9.75,8.25,8.50,8.93,9.75,8.25
33005616,7.60,8.50,6.80,-,-,-,8.50,5.50,4.75,6.94,8.5,4.75
33005620,-,7.25,8.20,-,-,-,9,6.75,7.25,7.69,9.0,6.75
33005617,9.20,8.25,9,-,-,-,9.25,8.25,6,8.33,9.25,6.0
33005619,-,-,8,-,6.75,7,-,-,-,7.25,8.0,6.75
33005618,7.80,7.25,8.60,-,-,-,8,6,6,7.27,8.6,6.0
33005623,-,6.50,-,-,-,-,-,6.50,5.50,6.17,6.5,5.5
33005624,4.80,5.75,8.40,4,7.75,7.25,-,-,-,6.33,8.4,4.0
33005622,7.40,8.75,6,-,-,-,8.75,7.75,4.25,7.15,8.75,4.25
33005621,6,6.50,9.60,4.50,7.75,7.75,-,-,-,7.02,9.6,4.5
33005625,-,8.75,-,-,-,-,-,9.25,9.50,9.17,9.5,9.25
33005628,7,6.75,8.40,4.75,8.25,7.75,-,-,-,7.15,8.4,4.75
33005626,-,-,9,-,7.75,8.25,-,-,-,8.33,9.0,7.75
33005627,4.80,5,8,7.50,8.25,6.75,-,-,-,6.72,8.25,4.8
33005630,-,8.25,-,-,-,-,-,5.25,5.25,6.25,8.25,5.25
33005631,-,4.25,4.40,-,-,-,7.75,5.25,3.75,5.08,7.75,3.75
33005629,-,6,-,-,-,-,5.75,6.25,-,6.0,6.25,5.75
33005632,9.60,5.50,8,-,-,-,8,7,4.25,7.06,9.6,4.25
33005633,7,7.25,7.20,-,-,-,7.50,6.50,3.25,6.45,7.5,3.25
33005634,-,6.75,-,-,-,-,-,7,5,6.25,7.0,5.0
33005636,8.80,6.25,8.60,9.25,8,7.25,-,-,-,8.03,9.25,6.25
33005638,9.80,9,8.40,-,-,-,9.25,8,6.75,8.53,9.8,6.75
33005639,8.60,5.50,7.80,5,7.50,6.75,-,-,-,6.86,8.6,5.0
33005640,9.80,8.50,7.80,-,-,-,7.75,7.25,4.50,7.6,9.8,4.5
33005637,6.40,6,7,-,-,-,-,5.75,2.50,5.53,7.0,2.5
33005635,8.80,7.50,8.20,-,-,-,8.25,6,3.25,7.0,8.8,3.25
33005641,5.80,5.75,8.20,7,7.50,5.25,-,-,-,6.58,8.2,5.25
33005643,5.80,7.75,7.80,4.75,7.25,6.75,-,-,-,6.68,7.8,4.75
33005642,8.20,7.50,8.20,9.50,8.75,6.75,-,-,-,8.15,9.5,6.75
33005644,8.40,8.75,9.40,10,9.25,6.75,-,-,-,8.76,10.0,6.75
33005645,8.60,9.50,7.20,-,-,-,9.75,8.75,8.75,8.76,9.75,8.6
33005648,8.60,7.75,7.80,5.75,6.25,7,-,-,-,7.19,8.6,5.75
33005646,9,8.25,8.60,4.25,5.25,7.25,-,-,-,7.1,9.0,4.25
33005647,8.60,7.50,6,-,-,-,8.50,6.25,3.50,6.73,8.6,3.5
33005650,6.20,4.50,6.80,-,-,-,-,5.25,2.25,5.0,6.8,2.25
33005649,8.20,7.25,8.20,7.25,7.75,7.75,-,-,-,7.73,8.2,7.25
33005651,8.20,5,8.20,4.50,8,6.75,-,-,-,6.77,8.2,4.5
33005652,5.80,4.50,7.40,-,-,-,-,6,5,5.74,7.4,4.5
33005655,-,7,3.60,-,-,-,4.25,3.50,2.25,4.12,7.0,2.25
33005654,8.60,7,8.80,-,-,-,9.50,6.75,6,7.77,9.5,6.0
33005653,8.40,7.17,7.20,-,-,-,9.25,7.50,6.25,7.63,9.25,6.25
33005656,9.40,6.75,8.80,6.50,4.50,7.25,-,-,-,7.2,9.4,4.5
33005657,8.60,7.75,7,-,-,-,10,6.25,3.25,7.14,10.0,3.25
33005659,-,-,6.60,6.25,7.25,-,-,-,-,6.7,7.25,6.25
33005663,8,5.50,8.80,7.50,8.50,7.50,-,-,-,7.63,8.8,5.5
33005662,9.80,4.25,6.40,5,5,8,-,-,-,6.41,9.8,4.25
33005661,6,6.75,8,4.50,3.50,7.25,-,-,-,6.0,8.0,3.5
33005658,3.80,7.50,8.20,5.50,7.75,8.50,-,-,-,6.88,8.5,3.8
33005664,-,4,-,-,-,-,-,7.25,5,5.42,7.25,10
33005665,8.60,7.50,8.80,7.50,6.25,8.75,-,-,-,7.9,8.8,6.25
33005666,5.20,4.25,8,3.50,6.50,6.25,-,-,-,5.62,8.0,3.5
33005667,7,5.75,8.20,5.25,5.50,8.25,-,-,-,6.66,8.25,5.25
33005672,9.40,6.75,8.60,7.25,6.25,8.75,-,-,-,7.83,9.4,6.25
33005669,8.20,5.50,8.80,6.25,7.75,6.75,-,-,-,7.21,8.8,5.5
33005668,8.20,6,8.40,5.25,8,8,-,-,-,7.31,8.4,5.25
33005670,8.20,7.75,7.80,-,-,-,7.50,6.25,5.50,7.17,8.2,5.5
33005671,-,-,9,-,8.25,7,-,-,-,8.08,9.0,7.0
33005673,9.80,6.50,8.40,5.75,7.25,8.25,-,-,-,7.66,9.8,5.75
33005674,6.40,5.25,8.40,3.75,7.25,6.50,-,-,-,6.26,8.4,3.75
33005677,9.40,8.50,8.20,5.75,6,5.75,-,-,-,7.27,9.4,5.75
33005676,-,5,-,-,-,-,7.50,9,-,7.17,9.0,7.5
33005675,9.80,7.25,7.80,-,-,-,9.75,7.75,5.50,7.98,9.8,5.5
33005679,8.60,6.50,8.60,8,8.75,7.25,-,-,-,7.95,8.75,6.5
33005678,8.80,8.50,8.20,-,-,-,7.50,6.50,4.75,7.38,8.8,4.75
33005680,6.40,5.25,8.40,6,9,7.75,-,-,-,7.13,9.0,5.25
33005681,1.20,7.50,7.20,6.25,6.75,5.25,-,-,-,5.69,7.5,1.2
33005682,8.60,8.25,7.80,-,-,-,9.50,8,6.25,8.07,9.5,6.25
33005684,7.40,5.50,6.40,-,-,-,-,5,3,5.46,7.4,3.0
33005683,7.40,8,8,8,8.25,5,-,-,-,7.44,8.25,5.0
33005687,9.40,8.75,7.80,7.50,7.75,6,-,-,-,7.87,9.4,6.0
33005689,9.40,8.75,7.80,-,-,-,9.50,8.75,7.75,8.66,9.5,7.75
33005688,8,7,8.60,5,9,8.75,-,-,-,7.73,9.0,5.0
33005685,4.40,6.75,7.40,-,-,-,8.50,6.75,5.25,6.51,8.5,4.4
33005686,9.60,7.25,8.40,-,-,-,9.50,7,5,7.79,9.6,5.0
33005690,-,-,9,9.25,9,-,-,-,-,9.08,9.25,9.0
33005691,6.60,8.75,7.40,-,-,-,8.75,6.50,4.25,7.04,8.75,4.25
33005697,4.60,6.50,8.60,9.50,9.25,6.50,-,-,-,7.49,9.5,4.6
33005696,9.40,8,8.60,6.50,7.25,8.50,-,-,-,8.04,9.4,6.5
33005693,10,7.50,8.80,5.50,8.75,6,-,-,-,7.76,10.0,5.5
33005694,7.40,7.08,7.20,-,-,-,9.50,6.50,4.50,7.03,9.5,4.5
33005698,8.60,9.25,8,-,-,-,8.75,9.25,8.50,8.72,9.25,8.5
33005695,-,1.50,2.20,-,-,-,-,6.25,2.75,3.17,6.25,1.5
33005692,-,7.25,3,-,-,-,-,5.50,3,4.69,7.25,3.0
33005700,8,7.25,9.60,6,8.50,8.75,-,-,-,8.02,9.6,6.0
33005699,10,7.50,4.60,-,-,-,9.25,8.25,7.75,7.89,10.0,7.75
33005701,9.20,6.25,8,5,7.75,7.25,-,-,-,7.24,9.2,5.0
33005705,-,2.25,-,-,-,-,-,4.25,3.50,3.33,4.25,10
33005704,7.20,6.50,8.40,8.25,8.25,6,-,-,-,7.43,8.4,6.0
33005702,8.20,3.75,8.60,5,8.50,8.25,-,-,-,7.05,8.6,3.75
33005703,8.80,7.50,8.60,8,8.50,7.50,-,-,-,8.15,8.8,7.5
33005706,9.20,6,8.20,3.75,5,8,-,-,-,6.69,9.2,3.75
33005708,9.80,3.50,8.40,5,2.50,7.50,-,-,-,6.12,9.8,2.5
33005709,5,7.50,8.80,4,7.75,7.50,-,-,-,6.76,8.8,4.0
33005707,8.40,7.50,7.40,-,-,-,8,5.50,4.50,6.88,8.4,4.5
33005710,6.60,7.50,8.60,4,8,7.75,-,-,-,7.08,8.6,4.0
33005713,8,6.50,8.80,9.75,7.75,6.75,-,-,-,7.92,9.75,6.5
33005712,4.20,7,7,-,-,-,7.50,7,3.50,6.03,7.5,3.5
33005711,6,6,8,-,-,-,7.25,6.50,4.50,6.38,8.0,4.5
33005716,8.40,6.50,8.20,5.50,8.50,7.50,-,-,-,7.43,8.5,5.5
33005715,-,5.25,5.20,-,-,-,-,7.50,5.50,5.86,7.5,10
33005714,6.20,4.25,9.60,5,8.25,7,-,-,-,6.72,9.6,4.25
33005717,3,5.75,4,-,-,-,-,-,-,4.25,5.75,3.0
33005718,5.80,7.25,7.60,5,8.25,7,-,-,-,6.82,8.25,5.0
33005719,2,3,4,-,-,-,-,5.75,3.75,3.7,5.75,2.0
33005720,8.80,5.50,8,4,7.25,8.25,-,-,-,6.97,8.8,4.0
33005721,9,8,8.80,-,-,-,-,-,-,8.6,9.0,8.0
33005722,-,6.25,5.60,4.50,6,4.50,-,-,-,5.37,6.25,4.5
33005725,7.80,5.75,5.80,-,-,-,-,6.50,6,6.37,7.8,5.75
33005724,-,5,-,-,-,-,-,7.50,7.50,6.67,7.5,7.5
33005723,9.20,8,8.20,5.25,7.50,7.50,-,-,-,7.61,9.2,5.25
33005727,10,6.50,8.40,4.75,5.50,7,-,-,-,7.02,10.0,4.75
33005726,-,-,9,2.25,8,7.50,-,-,-,6.69,9.0,2.25
33005728,6,6.75,5,-,-,-,-,6.25,5.75,5.95,6.75,5.75
33005729,9.20,5.25,7.80,6,7.50,7,-,-,-,7.12,9.2,5.25
33005731,9.20,7.25,8,-,-,-,9.25,7.75,7.25,8.12,9.25,7.25
33005730,-,-,8.40,-,8.25,6.25,-,-,-,7.63,8.4,6.25
33005733,3.40,-,9,-,6.25,6.50,-,-,-,6.29,9.0,3.4
33005735,-,-,9.20,-,7.75,8.50,-,-,-,8.48,9.2,7.75
33005732,8.60,6.25,8.80,7,8.75,8,-,-,-,7.9,8.8,6.25
33005734,9.20,5.25,8.20,5.50,5.25,8,-,-,-,6.9,9.2,5.25
33005736,-,5.83,-,-,-,-,-,8,7.25,7.03,8.0,10
33005738,7.80,5.42,7.80,3.75,5,7.75,-,-,-,6.25,7.8,3.75
33005737,4,7,8.20,7.50,8.25,4.50,-,-,-,6.58,8.25,4.0
33005739,-,4.75,4.80,-,-,-,-,6.25,5.50,5.33,6.25,4.75
33005740,-,7.75,3.60,-,-,-,-,6,3.75,5.28,7.75,3.75
33005741,9.20,7.50,8.40,-,-,-,8.75,8.50,8.75,8.52,9.2,7.5
33005742,4.60,6.25,8.60,4.75,7.75,6.75,-,-,-,6.45,8.6,4.6
33005743,7.60,6.50,9,6.75,8.50,8,-,-,-,7.73,9.0,6.5
33005744,5.60,6.75,8.80,5,8.25,7.25,-,-,-,6.94,8.8,5.0
33005746,5.60,4.75,8.80,6.50,8.25,8.50,-,-,-,7.07,8.8,4.75
33005748,9.20,9,8.80,-,-,-,8.75,7,3.50,7.71,9.2,3.5
33005749,8.80,9.75,9,-,-,-,8.75,7.25,5,8.09,9.75,5.0
33005747,9,8.25,7.20,-,-,-,7.50,5.75,3.75,6.91,9.0,3.75
33005750,7.80,6.50,7.40,-,-,-,7.25,5.75,4.25,6.49,7.8,4.25
33005751,9.40,7.75,6.60,-,-,-,8,6,5.50,7.21,9.4,5.5
33005752,7.60,6.25,8.80,6.50,7.75,7.25,-,-,-,7.36,8.8,6.25
33005753,8.20,7.50,8.20,-,-,-,7,5,3.50,6.57,8.2,3.5
33005754,8.80,8.25,8.80,-,-,-,9,7.50,5.50,7.98,9.0,5.5
33005756,7,8,9,6,8,7,-,-,-,7.5,9.0,6.0
33005755,9.40,8,8,-,-,-,9.75,7.25,5.50,7.98,9.75,5.5
33005757,8.60,8.25,8.20,8.25,8.75,7.75,-,-,-,8.3,8.75,7.75
33005760,8.80,8.50,7.80,-,-,-,8.75,7.25,7.50,8.1,8.8,7.25
33005759,7.60,5.75,8,7.25,7.25,6.75,-,-,-,7.1,8.0,5.75
33005758,8.40,5.75,9.20,6.25,9,8.50,-,-,-,7.85,9.2,5.75
33005761,-,-,8,9.25,7.75,-,-,-,-,8.33,9.25,7.75
33005762,5.40,5.25,8.60,3.75,7.75,7.75,-,-,-,6.42,8.6,3.75
33005763,9,4.25,7.40,-,-,-,5.75,5.75,3,5.86,9.0,3.0
33005764,-,-,7.60,-,7.25,7.50,-,-,-,7.45,7.6,7.25
33005766,-,4,8,-,-,-,-,7.25,3,5.56,8.0,3.0
33005767,5.20,4.75,8.80,4.25,8.75,8.25,-,-,-,6.67,8.8,4.25
33005765,-,5,2.60,-,-,-,5.75,5.75,2.25,4.27,5.75,2.25
33005768,8,4.50,8.80,5,7.75,8.25,-,-,-,7.05,8.8,4.5
33005769,7.60,6,8.20,8.50,9,3.25,-,-,-,7.09,9.0,3.25
33005770,4,6.25,8.80,2.50,8,8,-,-,-,6.26,8.8,2.5
33005771,8.80,4,8.40,8.25,8.50,4.75,-,-,-,7.12,8.8,4.0
33005772,8.80,7.50,7,-,-,-,8.25,5.50,3.25,6.72,8.8,3.25
33005774,6.60,8.50,7.80,-,-,-,6.75,6.50,3.25,6.57,8.5,3.25
33005773,7.40,8.50,7,-,-,-,9.75,7.50,7,7.86,9.75,7.0
33005775,-,3.75,4.20,-,-,-,-,5.25,3.25,4.11,5.25,3.25
33005776,9.20,8.75,8.20,-,-,-,9.50,7.50,4.25,7.9,9.5,4.25
33005778,8.40,7,7.80,-,-,-,9,6.25,2.75,6.87,9.0,2.75
33005777,5.40,6.50,6.20,-,-,-,9,7,3.75,6.31,9.0,3.75
33005779,-,-,8.20,-,7.75,7.25,-,-,-,7.73,8.2,7.25
33005780,-,6.25,-,-,-,-,-,6.75,6,6.33,6.75,6.0
33005781,8.40,8.75,7.80,6.75,7,7.50,-,-,-,7.7,8.75,6.75
33005782,8.60,6.25,8.20,5.75,7.50,7.50,-,-,-,7.3,8.6,5.75
33005784,8.20,7.75,8.40,7.50,8.75,7.50,-,-,-,8.02,8.75,7.5
33005785,8.80,7.83,7.20,-,-,-,9.50,8.50,6.25,8.01,9.5,6.25
33005783,9,8,8.60,-,-,-,8.25,7,6,7.81,9.0,6.0
33005786,7.60,7.25,8.40,5,7.75,8.50,-,-,-,7.42,8.5,5.0
33005788,6.40,7.25,7.80,7.50,7.75,4.75,-,-,-,6.91,7.8,4.75
33005787,9.20,8.50,7.80,5,6.75,7.50,-,-,-,7.46,9.2,5.0
33005789,4.40,7,7.60,-,-,-,7.50,5.25,3.50,5.88,7.6,3.5
33005790,5.80,6.75,6.60,5.50,7.75,5.75,-,-,-,6.36,7.75,5.5
33005791,4.60,6.50,6.80,2.50,5,5.75,-,-,-,5.19,6.8,2.5
33005793,4.20,7.50,5.40,-,-,-,6.75,5,3.50,5.39,7.5,3.5
33005792,2.80,6.75,4.60,-,-,-,8,7,4.75,5.65,8.0,2.8
33005794,3.80,7,4.20,-,-,-,7,6.75,3.50,5.38,7.0,3.5
33005795,3.80,8.25,4.80,-,-,-,7.75,5.50,2.75,5.48,8.25,2.75
33005797,3.60,6.75,4,-,-,-,8,8.25,3.75,5.73,8.25,3.6
33005796,3,4.25,3.60,-,-,-,5.50,5.50,3.25,4.18,5.5,3.0
33005798,8.60,5.83,7.20,-,-,-,8.25,7,5,6.98,8.6,5.0
33005799,4.40,9,5,-,-,-,10,8,5.50,6.98,10.0,4.4
33005800,4,7.25,3.60,-,-,-,6.75,4.50,2.25,4.73,7.25,2.25
33005801,2.40,1.75,2,-,-,-,7,4.25,2.75,3.36,7.0,1.75
33005802,2.60,5.75,3.40,-,-,-,6.50,6,2.25,4.42,6.5,2.25
33005805,4,6.25,5.40,-,-,-,6.25,6,2.25,5.02,6.25,2.25
33005803,2.80,6.25,4.40,-,-,-,7.25,6.50,3,5.03,7.25,2.8
33005804,5.40,5.50,3.40,-,-,-,7.25,5.50,2.75,4.97,7.25,2.75
33005806,4.80,5.75,4,-,-,-,7.25,5.25,1.75,4.8,7.25,1.75
33005807,5.20,6.75,7.20,-,-,-,8.75,6.50,5.25,6.61,8.75,5.2
33005809,6.40,5.75,7.80,-,-,-,7.25,6.50,4,6.28,7.8,4.0
